unique_key,descriptor,incident_zip,created_date,city,:@computed_region_sbqj_enih,cross_street_2,:@computed_region_efsh_h5xi,park_facility_name,:@computed_region_92fq_4b7q,intersection_street_1,landmark,agency_name,latitude,x_coordinate_state_plane,:@computed_region_yeji_bk3q,incident_address,location_type,cross_street_1,community_board,agency,park_borough,borough,street_name,complaint_type,longitude,:@computed_region_f5dn_yrer,status,y_coordinate_state_plane,intersection_street_2,bridge_highway_name,bridge_highway_segment,resolution_action_updated_date,closed_date,address_type,bridge_highway_direction,taxi_pick_up_location,facility_type,road_ramp,due_date
51282278,Large Number of Mosquitoes,11414,2021-07-21T23:45:33.000,HOWARD BEACH,64,157 AVENUE,15314,Unspecified,41,156 AVENUE,EMERALD STREET,Department of Health and Mental Hygiene,40.66142848132315,1023930,3,156-17 EMERALD STREET,Residential Property,156 AVENUE,10 QUEENS,DOHMH,QUEENS,QUEENS,EMERALD STREET,Mosquitoes,-73.8569786673515,62,In Progress,180285,157 AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51279031,N/A,10462,2021-07-21T23:45:28.000,BRONX,26,UNIONPORT ROAD,11271,Unspecified,31,METROPOLITAN AVENUE,METROPOLITAN OVAL,Department of Health and Mental Hygiene,40.83763285855063,1023291,5,24 METROPOLITAN OVAL,3+ Family Apartment Building,METROPOLITAN AVENUE,09 BRONX,DOHMH,BRONX,BRONX,METROPOLITAN OVAL,Asbestos,-73.85890916686718,58,In Progress,244481,UNIONPORT ROAD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51278556,ENTIRE BUILDING,10030,2021-07-21T23:45:19.000,NEW YORK,20,N/A,12427,Unspecified,36,N/A,N/A,Department of Housing Preservation and Development,40.82089250757124,999129,4,610 ST NICHOLAS AVENUE,RESIDENTIAL BUILDING,N/A,10 MANHATTAN,HPD,MANHATTAN,MANHATTAN,ST NICHOLAS AVENUE,HEAT/HOT WATER,-73.94624211397887,18,Open,238355,N/A,N/A,N/A,2021-07-21T00:00:00.000,N/A,ADDRESS,N/A,N/A,N/A,N/A,N/A
51278436,Loud Music/Party,11204,2021-07-21T23:44:52.000,BROOKLYN,37,17 AVENUE,16867,Unspecified,7,16 AVENUE,64 STREET,New York City Police Department,40.62175072384131,986217,2,1658 64 STREET,Street/Sidewalk,16 AVENUE,11 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,64 STREET,Noise - Street/Sidewalk,-73.99291442533168,1,Closed,165797,17 AVENUE,N/A,N/A,2021-07-22T04:12:03.000,2021-07-22T00:12:00.000,N/A,N/A,N/A,N/A,N/A,N/A
51287186,Loud Music/Party,10466,2021-07-21T23:44:45.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51281753,Loud Music/Party,10040,2021-07-21T23:44:20.000,NEW YORK,22,ARDEN STREET,13098,Unspecified,39,BROADWAY,BROADWAY,New York City Police Department,40.863154824278624,1003715,4,4672 BROADWAY,Street/Sidewalk,BROADWAY,12 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,BROADWAY,Noise - Street/Sidewalk,-73.92962818220569,47,Closed,253756,ARDEN STREET,N/A,N/A,2021-07-22T04:02:43.000,2021-07-22T00:02:38.000,N/A,N/A,N/A,N/A,N/A,N/A
51283858,Loud Music/Party,10456,2021-07-21T23:44:04.000,BRONX,25,EAST  169 STREET,10934,Unspecified,42,EAST  168 STREET,WASHINGTON AVENUE,New York City Police Department,40.83173357417966,1010087,5,1228 WASHINGTON AVENUE,Residential Building/House,EAST  168 STREET,03 BRONX,NYPD,BRONX,BRONX,WASHINGTON AVENUE,Noise - Residential,-73.90663559452553,34,Closed,242314,EAST  169 STREET,N/A,N/A,2021-07-22T04:36:11.000,2021-07-22T00:35:30.000,N/A,N/A,N/A,N/A,N/A,N/A
51283913,Hydrant Running Full (WA4),10451,2021-07-21T23:44:00.000,BRONX,27,E 158 ST,10929,Unspecified,35,N/A,N/A,Department of Environmental Protection,40.826131766279985,1004804,5,828 GERARD AVENUE,N/A,E 157 ST,04 BRONX,DEP,BRONX,BRONX,GERARD AVENUE,Water System,-73.92573246501276,50,Open,240268,N/A,N/A,N/A,N/A,N/A,ADDRESS,N/A,N/A,N/A,N/A,N/A
51286016,Lamppost Knocked Down,N/A,2021-07-21T23:44:00.000,N/A,N/A,N/A,N/A,Unspecified,N/A,179 ST W,N/A,Department of Transportation,N/A,N/A,N/A,N/A,N/A,N/A,Unspecified BRONX,DOT,BRONX,BRONX,N/A,Street Light Condition,N/A,N/A,Open,N/A,MAJOR DEEGAN EXPY EN N/B,N/A,N/A,N/A,N/A,INTERSECTION,N/A,N/A,N/A,N/A,N/A
51281687,Loud Music/Party,10456,2021-07-21T23:43:55.000,BRONX,25,EAST  171 STREET,10934,Unspecified,42,ST PAULS PLACE,WASHINGTON AVENUE,New York City Police Department,40.83753598368616,1010978,5,1465 WASHINGTON AVENUE,Residential Building/House,ST PAULS PLACE,03 BRONX,NYPD,BRONX,BRONX,WASHINGTON AVENUE,Noise - Residential,-73.90340745804488,34,Closed,244429,EAST  171 STREET,N/A,N/A,2021-07-22T04:21:50.000,2021-07-22T00:21:46.000,N/A,N/A,N/A,N/A,N/A,N/A
51285782,Commercial Overnight Parking,11103,2021-07-21T23:43:48.000,ASTORIA,72,30 AVENUE,16860,Unspecified,4,28 AVENUE,47 STREET,New York City Police Department,40.76257874424282,1009639,3,28-44 47 STREET,Street/Sidewalk,28 AVENUE,01 QUEENS,NYPD,QUEENS,QUEENS,47 STREET,Illegal Parking,-73.90834974380176,39,In Progress,217118,30 AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51286131,Loud Music/Party,10466,2021-07-21T23:43:41.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51278253,N/A,11236,2021-07-21T23:43:23.000,BROOKLYN,42,AVENUE J,13827,Unspecified,8,DEAD END,EAST  104 STREET,New York City Police Department,40.64643881477592,1013455,2,928 EAST  104 STREET,Residential Building/House,DEAD END,18 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,EAST  104 STREET,Illegal Fireworks,-73.89475809527198,5,Closed,174809,AVENUE J,N/A,N/A,2021-07-22T04:15:21.000,2021-07-22T00:15:18.000,N/A,N/A,N/A,N/A,N/A,N/A
51282401,Loud Music/Party,10466,2021-07-21T23:42:37.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51280280,Loud Music/Party,11102,2021-07-21T23:42:01.000,ASTORIA,72,24 STREET,16859,Unspecified,4,23 STREET,HOYT AVENUE SOUTH,New York City Police Department,40.77384815245654,1005678,3,23-16 HOYT AVENUE SOUTH,Street/Sidewalk,23 STREET,01 QUEENS,NYPD,QUEENS,QUEENS,HOYT AVENUE SOUTH,Noise - Street/Sidewalk,-73.9226352385043,39,In Progress,221220,24 STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51278835,No Access,11221,2021-07-21T23:41:57.000,BROOKLYN,53,WILSON AVENUE,18181,Unspecified,37,CENTRAL AVENUE,GATES AVENUE,New York City Police Department,40.69572499782041,1007561,2,1334 GATES AVENUE,Street/Sidewalk,CENTRAL AVENUE,04 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,GATES AVENUE,Blocked Driveway,-73.91593537481714,42,Closed,192759,WILSON AVENUE,N/A,N/A,2021-07-22T04:35:20.000,2021-07-22T00:35:17.000,N/A,N/A,N/A,N/A,N/A,N/A
51287691,Loud Music/Party,11203,2021-07-21T23:41:47.000,BROOKLYN,44,TROY AVENUE,16866,Unspecified,17,ALBANY AVENUE,FENIMORE STREET,New York City Police Department,40.65945054642171,1001342,2,701 FENIMORE STREET,Street/Sidewalk,ALBANY AVENUE,09 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,FENIMORE STREET,Noise - Street/Sidewalk,-73.93839598658988,17,Closed,179538,TROY AVENUE,N/A,N/A,2021-07-22T05:24:00.000,2021-07-22T01:23:57.000,N/A,N/A,N/A,N/A,N/A,N/A
51286879,Chained,11434,2021-07-21T23:41:46.000,JAMAICA,71,MERRILL STREET,24669,Unspecified,6,172 STREET,BAISLEY BOULEVARD,New York City Police Department,40.6819809901538,1047576,3,172-14 BAISLEY BOULEVARD,Residential Building/House,172 STREET,12 QUEENS,NYPD,QUEENS,QUEENS,BAISLEY BOULEVARD,Animal-Abuse,-73.77167927198508,41,In Progress,187823,MERRILL STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51281651,Car/Truck Music,10029,2021-07-21T23:41:37.000,NEW YORK,16,2 AVENUE,12426,Unspecified,35,3 AVENUE,EAST  115 STREET,New York City Police Department,40.796221577150305,1001396,4,249 EAST  115 STREET,Street/Sidewalk,3 AVENUE,11 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,EAST  115 STREET,Noise - Vehicle,-73.9380743907812,7,Closed,229368,2 AVENUE,N/A,N/A,2021-07-22T04:08:38.000,2021-07-22T00:08:34.000,N/A,N/A,N/A,N/A,N/A,N/A
51281402,Loud Music/Party,10466,2021-07-21T23:41:33.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51286258,Loud Music/Party,11249,2021-07-21T23:41:02.000,BROOKLYN,56,WILSON STREET,17613,Unspecified,38,TAYLOR STREET,WYTHE PLACE,New York City Police Department,40.70413814249716,994172,2,626 WYTHE PLACE,Street/Sidewalk,TAYLOR STREET,01 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,WYTHE PLACE,Noise - Street/Sidewalk,-73.96421456090287,36,Closed,195815,WILSON STREET,N/A,N/A,2021-07-22T04:21:38.000,2021-07-22T00:21:35.000,N/A,N/A,N/A,N/A,N/A,N/A
51286906,Lead Kit Request (Residential) (L10),10007,2021-07-21T23:41:00.000,NEW YORK,1,CHAMBERS ST,11728,Unspecified,32,N/A,N/A,Department of Environmental Protection,40.71600878743592,981196,4,295 GREENWICH STREET,N/A,WARREN ST,01 MANHATTAN,DEP,MANHATTAN,MANHATTAN,GREENWICH STREET,Lead,-74.01101674990511,56,Open,200138,N/A,N/A,N/A,N/A,N/A,ADDRESS,N/A,N/A,N/A,N/A,N/A
51287142,Tree Alive - in Poor Condition,11358,2021-07-21T23:40:42.000,FLUSHING,67,32 AVENUE,14193,Unspecified,20,29 AVENUE,167 STREET,Department of Parks and Recreation,40.77051846044842,1040231,3,29-60 167 STREET,Street,29 AVENUE,07 QUEENS,DPR,QUEENS,QUEENS,167 STREET,Damaged Tree,-73.79789324932337,22,In Progress,220062,32 AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51281746,Loud Talking,11226,2021-07-21T23:40:39.000,BROOKLYN,40,ROGERS AVENUE,13510,Unspecified,11,BEDFORD AVENUE,CLARKSON AVENUE,New York City Police Department,40.65518146681626,997020,2,184 CLARKSON AVENUE,Residential Building/House,BEDFORD AVENUE,17 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,CLARKSON AVENUE,Noise - Residential,-73.9539765456767,61,Closed,177980,ROGERS AVENUE,N/A,N/A,2021-07-22T04:13:08.000,2021-07-22T00:13:05.000,N/A,N/A,N/A,N/A,N/A,N/A
51284519,Loud Music/Party,10466,2021-07-21T23:40:27.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51286931,N/A,11212,2021-07-21T23:40:27.000,N/A,46,LIVONIA AVENUE,17614,Unspecified,25,LEGION STREET,N/A,New York City Police Department,40.66143214257817,1007435,2,LEGION STREET,Residential Building/House,LEGION STREET,16 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,LEGION STREET,Illegal Fireworks,-73.91643274170418,55,Closed,180265,LIVONIA AVENUE,N/A,N/A,2021-07-22T04:21:01.000,2021-07-22T00:20:59.000,N/A,N/A,N/A,N/A,N/A,N/A
51281051,Engine Idling,11385,2021-07-21T23:40:26.000,RIDGEWOOD,62,FAIRVIEW AVENUE,15310,Unspecified,34,WOODWARD AVENUE,PUTNAM AVENUE,New York City Police Department,40.70372420690998,1011095,3,1904 PUTNAM AVENUE,Street/Sidewalk,WOODWARD AVENUE,05 QUEENS,NYPD,QUEENS,QUEENS,PUTNAM AVENUE,Noise - Vehicle,-73.90317936742296,54,Closed,195677,FAIRVIEW AVENUE,N/A,N/A,2021-07-22T04:21:18.000,2021-07-22T00:21:15.000,N/A,N/A,N/A,N/A,N/A,N/A
51278340,Loud Music/Party,11434,2021-07-21T23:40:18.000,JAMAICA,71,BEND,24669,Unspecified,46,BEND,130 AVENUE,New York City Police Department,40.67606881206762,1046408,3,163-39 130 AVENUE,Street/Sidewalk,BEND,12 QUEENS,NYPD,QUEENS,QUEENS,130 AVENUE,Noise - Street/Sidewalk,-73.77591035094886,41,In Progress,185666,BEND,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51287297,Banging/Pounding,10459,2021-07-21T23:40:10.000,BRONX,24,EAST  163 STREET,10937,Unspecified,43,INTERVALE AVENUE,KELLY STREET,New York City Police Department,40.82066592008807,1013062,5,935 KELLY STREET,Residential Building/House,INTERVALE AVENUE,02 BRONX,NYPD,BRONX,BRONX,KELLY STREET,Noise - Residential,-73.89590246619456,8,Closed,238285,EAST  163 STREET,N/A,N/A,2021-07-22T04:48:59.000,2021-07-22T00:48:57.000,N/A,N/A,N/A,N/A,N/A,N/A
51283957,Non-Chronic,10016,2021-07-21T23:40:06.000,NEW YORK,7,FRANKLIN D ROOSEVELT DRIVE,12078,Unspecified,51,1 AVENUE,EAST   30 STREET,Department of Homeless Services,40.74112935645106,991172,4,400 EAST   30 STREET,Street/Sidewalk,1 AVENUE,06 MANHATTAN,DHS,MANHATTAN,MANHATTAN,EAST   30 STREET,Homeless Person Assistance,-73.9750207283191,71,Closed,209291,FRANKLIN D ROOSEVELT DRIVE,N/A,N/A,2021-07-21T23:49:40.000,2021-07-21T23:49:40.000,ADDRESS,N/A,N/A,N/A,N/A,N/A
51287291,Loud Music/Party,10019,2021-07-21T23:39:58.000,NEW YORK,10,WEST   53 STREET,12081,Unspecified,10,WEST   52 STREET,9 AVENUE,New York City Police Department,40.76521930292526,987658,4,795 9 AVENUE,Club/Bar/Restaurant,WEST   52 STREET,04 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,9 AVENUE,Noise - Commercial,-73.98769717591739,12,Closed,218067,WEST   53 STREET,N/A,N/A,2021-07-22T04:16:28.000,2021-07-22T00:16:23.000,N/A,N/A,N/A,N/A,N/A,N/A
51287695,Loud Talking,10010,2021-07-21T23:39:44.000,NEW YORK,7,PARK AVENUE SOUTH,12073,Unspecified,50,BROADWAY,EAST   22 STREET,New York City Police Department,40.74042339118365,987307,4,5 EAST   22 STREET,Street/Sidewalk,BROADWAY,05 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,EAST   22 STREET,Noise - Street/Sidewalk,-73.98896838723154,11,Closed,209033,PARK AVENUE SOUTH,N/A,N/A,2021-07-22T03:50:18.000,2021-07-21T23:50:14.000,N/A,N/A,N/A,N/A,N/A,N/A
51279530,Loud Music/Party,11231,2021-07-21T23:39:27.000,BROOKLYN,48,HICKS STREET,13514,Unspecified,7,COLUMBIA STREET,MILL STREET,New York City Police Department,40.676347259879414,982553,2,16 MILL STREET,Street/Sidewalk,COLUMBIA STREET,06 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,MILL STREET,Noise - Street/Sidewalk,-74.00611797850155,14,Closed,185688,HICKS STREET,N/A,N/A,2021-07-22T04:31:35.000,2021-07-22T00:31:31.000,N/A,N/A,N/A,N/A,N/A,N/A
51282170,Parking Permit Improper Use,11232,2021-07-21T23:39:25.000,BROOKLYN,45,4 AVENUE,13515,Unspecified,7,3 AVENUE,27 STREET,New York City Police Department,40.65999952977871,984174,2,162 27 STREET,Street/Sidewalk,3 AVENUE,07 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,27 STREET,Illegal Parking,-74.00027392599834,9,Closed,179732,4 AVENUE,N/A,N/A,2021-07-22T04:18:35.000,2021-07-22T00:18:29.000,N/A,N/A,N/A,N/A,N/A,N/A
51282743,Loud Music/Party,10009,2021-07-21T23:39:24.000,NEW YORK,5,EAST    4 STREET,11729,Unspecified,50,EAST    3 STREET,AVENUE A,New York City Police Department,40.72403950107769,988411,4,52 AVENUE A,Residential Building/House,EAST    3 STREET,03 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,AVENUE A,Noise - Residential,-73.98498814001947,70,Closed,203064,EAST    4 STREET,N/A,N/A,2021-07-22T04:33:10.000,2021-07-22T00:33:07.000,N/A,N/A,N/A,N/A,N/A,N/A
51286153,Loud Music/Party,10466,2021-07-21T23:39:23.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51281327,"No Parking, Standing, Stopping",10305,2021-07-21T23:38:58.000,STATEN ISLAND,76,SUNNYMEADE VILLAGE,10692,Unspecified,14,OCEANSIDE AVENUE,SAND LANE,Department of Transportation,40.59128586103732,965511,1,343 SAND LANE,Street,OCEANSIDE AVENUE,02 STATEN ISLAND,DOT,STATEN ISLAND,STATEN ISLAND,SAND LANE,Street Sign - Missing,-74.06747128711925,30,In Progress,154705,SUNNYMEADE VILLAGE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51279967,No Access,11373,2021-07-21T23:38:51.000,ELMHURST,68,DENMAN STREET,14784,Unspecified,21,ELBERTSON STREET,ELMHURST AVENUE,New York City Police Department,40.747420328856705,1018372,3,89-21 ELMHURST AVENUE,Street/Sidewalk,ELBERTSON STREET,04 QUEENS,NYPD,QUEENS,QUEENS,ELMHURST AVENUE,Blocked Driveway,-73.87685300997468,66,Closed,211606,DENMAN STREET,N/A,N/A,2021-07-22T05:15:25.000,2021-07-22T01:15:22.000,N/A,N/A,N/A,N/A,N/A,N/A
51279532,Loud Talking,10461,2021-07-21T23:38:40.000,N/A,32,SEMINOLE AVENUE,11270,Unspecified,12,PAWNEE PLACE,N/A,New York City Police Department,40.85529062487551,1026049,5,PAWNEE PLACE,Residential Building/House,PAWNEE PLACE,11 BRONX,NYPD,BRONX,BRONX,PAWNEE PLACE,Noise - Residential,-73.84890187740963,59,Closed,250919,SEMINOLE AVENUE,N/A,N/A,2021-07-22T04:33:43.000,2021-07-22T00:33:41.000,N/A,N/A,N/A,N/A,N/A,N/A
51280455,Parking Permit Improper Use,10453,2021-07-21T23:38:32.000,BRONX,29,EAST  179 STREET,10931,Unspecified,29,EAST  178 STREET,CRESTON AVENUE,New York City Police Department,40.85122891131592,1010194,5,1995 CRESTON AVENUE,Street/Sidewalk,EAST  178 STREET,05 BRONX,NYPD,BRONX,BRONX,CRESTON AVENUE,Illegal Parking,-73.90622146179537,6,Closed,249417,EAST  179 STREET,N/A,N/A,2021-07-22T05:10:05.000,2021-07-22T01:10:01.000,N/A,N/A,N/A,N/A,N/A,N/A
51283383,For One Address,11223,2021-07-21T23:38:25.000,BROOKLYN,36,STRYKER STREET,18183,Unspecified,45,MCDONALD AVENUE,AVENUE W,Department of Parks and Recreation,40.59234562528147,991625,2,262 AVENUE W,Street,MCDONALD AVENUE,15 BROOKLYN,DPR,BROOKLYN,BROOKLYN,AVENUE W,New Tree Request,-73.97344529601143,32,In Progress,155085,STRYKER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51281845,Commercial Overnight Parking,10462,2021-07-21T23:38:22.000,BRONX,32,RADCLIFF AVENUE,11271,Unspecified,12,BOGART AVENUE,BRADY AVENUE,New York City Police Department,40.852289115996655,1022770,5,967 BRADY AVENUE,Street/Sidewalk,BOGART AVENUE,11 BRONX,NYPD,BRONX,BRONX,BRADY AVENUE,Illegal Parking,-73.86076134357897,59,Closed,249820,RADCLIFF AVENUE,N/A,N/A,2021-07-22T04:30:26.000,2021-07-22T00:30:23.000,N/A,N/A,N/A,N/A,N/A,N/A
51282461,Loud Music/Party,10466,2021-07-21T23:38:19.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51283416,Commercial Overnight Parking,11103,2021-07-21T23:38:10.000,ASTORIA,72,47 STREET,16860,Unspecified,4,46 STREET,28 AVENUE,New York City Police Department,40.76312794759098,1009550,3,46-21 28 AVENUE,Street/Sidewalk,46 STREET,01 QUEENS,NYPD,QUEENS,QUEENS,28 AVENUE,Illegal Parking,-73.90867026669734,39,In Progress,217318,47 STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51287451,No Access,11374,2021-07-21T23:37:38.000,REGO PARK,70,63 AVENUE,14785,Unspecified,28,62 DRIVE,102 STREET,New York City Police Department,40.7341382058308,1024329,3,62-58 102 STREET,Street/Sidewalk,62 DRIVE,06 QUEENS,NYPD,QUEENS,QUEENS,102 STREET,Blocked Driveway,-73.85538289064498,40,Closed,206776,63 AVENUE,N/A,N/A,2021-07-22T03:46:54.000,2021-07-22T02:06:50.000,N/A,N/A,N/A,N/A,N/A,N/A
51283829,Parking Permit Improper Use,10453,2021-07-21T23:37:29.000,BRONX,29,CRESTON AVENUE,10931,Unspecified,29,PVT BUFORD BROWN WAY,EAST  179 STREET,New York City Police Department,40.85167106938456,1010105,5,115 EAST  179 STREET,Street/Sidewalk,PVT BUFORD BROWN WAY,05 BRONX,NYPD,BRONX,BRONX,EAST  179 STREET,Illegal Parking,-73.90654254471022,6,Closed,249578,CRESTON AVENUE,N/A,N/A,2021-07-22T05:10:37.000,2021-07-22T01:10:34.000,N/A,N/A,N/A,N/A,N/A,N/A
51288021,N/A,11236,2021-07-21T23:37:26.000,N/A,42,FLATLANDS AVENUE,13827,Unspecified,8,EAST  101 STREET,N/A,New York City Police Department,40.64562894198452,1012661,2,EAST  101 STREET,Street/Sidewalk,EAST  101 STREET,18 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,EAST  101 STREET,Illegal Fireworks,-73.89762056415319,5,Closed,174513,FLATLANDS AVENUE,N/A,N/A,2021-07-22T04:08:40.000,2021-07-22T00:08:36.000,N/A,N/A,N/A,N/A,N/A,N/A
51285458,Loud Music/Party,10456,2021-07-21T23:37:25.000,BRONX,25,EAST  170 STREET,10934,Unspecified,42,CROTONA AVENUE,BOSTON ROAD,New York City Police Department,40.83282948237192,1012524,5,1375 BOSTON ROAD,Street/Sidewalk,CROTONA AVENUE,03 BRONX,NYPD,BRONX,BRONX,BOSTON ROAD,Noise - Street/Sidewalk,-73.89782758136114,34,Closed,242716,EAST  170 STREET,N/A,N/A,2021-07-22T04:34:28.000,2021-07-22T00:34:25.000,N/A,N/A,N/A,N/A,N/A,N/A
51279424,Loud Music/Party,11216,2021-07-21T23:37:21.000,BROOKLYN,51,BEDFORD AVENUE,17618,Unspecified,49,FRANKLIN AVENUE,LEXINGTON AVENUE,New York City Police Department,40.68712036224063,996536,2,150 LEXINGTON AVENUE,Residential Building/House,FRANKLIN AVENUE,03 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,LEXINGTON AVENUE,Noise - Residential,-73.95569968713632,69,Closed,189616,BEDFORD AVENUE,N/A,N/A,2021-07-22T04:24:05.000,2021-07-22T00:24:02.000,N/A,N/A,N/A,N/A,N/A,N/A
51282496,Loud Music/Party,10466,2021-07-21T23:37:14.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51282745,Loud Music/Party,11216,2021-07-21T23:36:57.000,BROOKLYN,51,BEDFORD AVENUE,17618,Unspecified,49,FRANKLIN AVENUE,LEXINGTON AVENUE,New York City Police Department,40.68715592306351,996623,2,160 LEXINGTON AVENUE,Residential Building/House,FRANKLIN AVENUE,03 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,LEXINGTON AVENUE,Noise - Residential,-73.95538596258253,69,Closed,189629,BEDFORD AVENUE,N/A,N/A,2021-07-22T04:23:13.000,2021-07-22T00:23:10.000,N/A,N/A,N/A,N/A,N/A,N/A
51286584,Banging/Pounding,10459,2021-07-21T23:36:32.000,BRONX,24,EAST  162 STREET,10937,Unspecified,43,DAWSON STREET,REV JAMES A POLITE AVENUE,New York City Police Department,40.82032001889627,1012229,5,851 REV JAMES A POLITE AVENUE,Residential Building/House,DAWSON STREET,02 BRONX,NYPD,BRONX,BRONX,REV JAMES A POLITE AVENUE,Noise - Residential,-73.89891261557243,8,Closed,238158,EAST  162 STREET,N/A,N/A,2021-07-22T04:32:18.000,2021-07-22T00:32:15.000,N/A,N/A,N/A,N/A,N/A,N/A
